2025-04-05 18:36:19,413 INFO     DataManager: Connected to PLC 127.0.0.1
2025-04-05 18:36:19,419 INFO     ScadaHMI dataMgr inited
2025-04-05 18:36:21,996 INFO     DataManager: get PLC information
2025-04-05 18:36:23,999 INFO     DataManager: get PLC information
2025-04-05 18:36:26,019 INFO     DataManager: get PLC information
2025-04-05 18:36:28,019 INFO     DataManager: get PLC information
2025-04-05 18:36:29,058 INFO     DataManager: set PLC coil:('PLC-00', 15, False)
2025-04-05 18:36:30,029 INFO     DataManager: get PLC information
2025-04-05 18:36:32,520 INFO     DataManager: get PLC information
2025-04-05 18:36:34,534 INFO     DataManager: get PLC information
2025-04-05 18:36:36,020 INFO     DataManager: set PLC coil:('PLC-00', 15, True)
2025-04-05 18:36:36,543 INFO     DataManager: get PLC information
2025-04-05 18:36:38,558 INFO     DataManager: get PLC information
2025-04-05 18:36:41,058 INFO     DataManager: get PLC information
2025-04-05 18:36:43,059 INFO     DataManager: get PLC information
2025-04-05 18:36:45,066 INFO     DataManager: get PLC information
2025-04-05 18:36:47,075 INFO     DataManager: get PLC information
2025-04-05 18:36:49,564 INFO     DataManager: get PLC information
2025-04-05 18:36:51,573 INFO     DataManager: get PLC information
2025-04-05 18:36:53,601 INFO     DataManager: get PLC information
2025-04-05 18:36:53,640 INFO     DataManager: set PLC coil:('PLC-00', 19, False)
2025-04-05 18:36:55,613 INFO     DataManager: get PLC information
2025-04-05 18:36:57,622 INFO     DataManager: get PLC information
2025-04-05 18:36:59,623 INFO     DataManager: get PLC information
2025-04-05 18:36:59,654 INFO     DataManager: set PLC coil:('PLC-00', 19, False)
2025-04-05 18:37:01,623 INFO     DataManager: get PLC information
2025-04-05 18:37:03,625 INFO     DataManager: get PLC information
2025-04-05 18:37:05,653 INFO     DataManager: get PLC information
2025-04-05 18:37:05,676 INFO     DataManager: set PLC coil:('PLC-00', 19, False)
2025-04-05 18:37:08,142 INFO     DataManager: get PLC information
2025-04-05 18:37:10,175 INFO     DataManager: get PLC information
2025-04-05 18:37:12,185 INFO     DataManager: get PLC information
2025-04-05 18:37:14,682 INFO     DataManager: get PLC information
2025-04-05 18:37:17,178 INFO     DataManager: get PLC information
2025-04-05 18:37:19,680 INFO     DataManager: get PLC information
2025-04-05 18:37:22,177 INFO     DataManager: get PLC information
2025-04-05 18:37:24,212 INFO     DataManager: get PLC information
2025-04-05 18:37:26,719 INFO     DataManager: get PLC information
2025-04-05 18:37:28,723 INFO     DataManager: get PLC information
2025-04-05 18:37:30,740 INFO     DataManager: get PLC information
2025-04-05 18:37:33,239 INFO     DataManager: get PLC information
2025-04-05 18:37:35,270 INFO     DataManager: get PLC information
2025-04-05 18:37:37,282 INFO     DataManager: get PLC information
2025-04-05 18:37:39,293 INFO     DataManager: get PLC information
2025-04-05 18:37:41,800 INFO     DataManager: get PLC information
2025-04-05 18:37:44,297 INFO     DataManager: get PLC information
2025-04-05 18:37:46,308 INFO     DataManager: get PLC information
2025-04-05 18:37:48,309 INFO     DataManager: get PLC information
2025-04-05 18:37:50,325 INFO     DataManager: get PLC information
2025-04-05 18:37:52,341 INFO     DataManager: get PLC information
2025-04-05 18:37:54,834 INFO     DataManager: get PLC information
2025-04-05 18:37:57,336 INFO     DataManager: get PLC information
2025-04-05 18:37:59,372 INFO     DataManager: get PLC information
2025-04-05 18:38:01,871 INFO     DataManager: get PLC information
2025-04-05 18:38:03,871 INFO     DataManager: get PLC information
2025-04-05 18:38:05,873 INFO     DataManager: get PLC information
2025-04-05 18:38:07,895 INFO     DataManager: get PLC information
2025-04-05 18:38:10,412 INFO     DataManager: get PLC information
2025-04-05 18:38:12,924 INFO     DataManager: get PLC information
2025-04-05 18:38:14,930 INFO     DataManager: get PLC information
2025-04-05 18:38:16,937 INFO     DataManager: get PLC information
2025-04-05 18:38:18,940 INFO     DataManager: get PLC information
2025-04-05 18:38:21,456 INFO     DataManager: get PLC information
2025-04-05 18:38:23,463 INFO     DataManager: get PLC information
2025-04-05 18:38:25,953 INFO     DataManager: get PLC information
2025-04-05 18:38:27,956 INFO     DataManager: get PLC information
2025-04-05 18:38:30,483 INFO     DataManager: get PLC information
2025-04-05 18:38:32,499 INFO     DataManager: get PLC information
2025-04-05 18:38:34,514 INFO     DataManager: get PLC information
2025-04-05 18:38:36,520 INFO     DataManager: get PLC information
2025-04-05 18:38:38,529 INFO     DataManager: get PLC information
2025-04-05 18:38:41,027 INFO     DataManager: get PLC information
2025-04-05 18:38:43,527 INFO     DataManager: get PLC information
2025-04-05 18:38:45,530 INFO     DataManager: get PLC information
2025-04-05 18:38:47,545 INFO     DataManager: get PLC information
2025-04-05 18:38:50,050 INFO     DataManager: get PLC information
2025-04-05 18:38:52,554 INFO     DataManager: get PLC information
2025-04-05 18:38:55,054 INFO     DataManager: get PLC information
2025-04-05 18:38:57,549 INFO     DataManager: get PLC information
2025-04-05 18:38:59,559 INFO     DataManager: get PLC information
2025-04-05 18:39:02,051 INFO     DataManager: get PLC information
2025-04-05 18:39:04,056 INFO     DataManager: get PLC information
2025-04-05 18:39:06,060 INFO     DataManager: get PLC information
2025-04-05 18:39:08,547 INFO     DataManager: get PLC information
2025-04-05 18:39:10,560 INFO     DataManager: get PLC information
2025-04-05 18:39:13,047 INFO     DataManager: get PLC information
2025-04-05 18:39:15,076 INFO     DataManager: get PLC information
2025-04-05 18:39:17,088 INFO     DataManager: get PLC information
2025-04-05 18:39:19,095 INFO     DataManager: get PLC information
2025-04-05 18:39:21,103 INFO     DataManager: get PLC information
2025-04-05 18:39:23,593 INFO     DataManager: get PLC information
2025-04-05 18:39:25,596 INFO     DataManager: get PLC information
2025-04-05 18:39:27,622 INFO     DataManager: get PLC information
2025-04-05 18:39:29,644 INFO     DataManager: get PLC information
2025-04-05 18:39:31,659 INFO     DataManager: get PLC information
2025-04-05 18:39:33,665 INFO     DataManager: get PLC information
2025-04-05 18:39:35,676 INFO     DataManager: get PLC information
2025-04-05 18:39:37,721 INFO     DataManager: get PLC information
2025-04-05 18:39:39,723 INFO     DataManager: get PLC information
2025-04-05 18:39:42,221 INFO     DataManager: get PLC information
2025-04-05 18:39:44,235 INFO     DataManager: get PLC information
2025-04-05 18:39:46,261 INFO     DataManager: get PLC information
2025-04-05 18:39:48,279 INFO     DataManager: get PLC information
2025-04-05 18:39:50,772 INFO     DataManager: get PLC information
2025-04-05 18:39:53,275 INFO     DataManager: get PLC information
2025-04-05 18:39:55,277 INFO     DataManager: get PLC information
2025-04-05 18:39:57,285 INFO     DataManager: get PLC information
2025-04-05 18:39:59,291 INFO     DataManager: get PLC information
2025-04-05 18:40:01,297 INFO     DataManager: get PLC information
2025-04-05 18:40:03,305 INFO     DataManager: get PLC information
2025-04-05 18:40:05,800 INFO     DataManager: get PLC information
2025-04-05 18:40:08,302 INFO     DataManager: get PLC information
2025-04-05 18:40:10,307 INFO     DataManager: get PLC information
2025-04-05 18:40:12,309 INFO     DataManager: get PLC information
2025-04-05 18:40:14,322 INFO     DataManager: get PLC information
2025-04-05 18:40:16,369 INFO     DataManager: get PLC information
2025-04-05 18:40:18,869 INFO     DataManager: get PLC information
2025-04-05 18:40:20,873 INFO     DataManager: get PLC information
2025-04-05 18:40:23,360 INFO     DataManager: get PLC information
2025-04-05 18:40:25,367 INFO     DataManager: get PLC information
2025-04-05 18:40:27,390 INFO     DataManager: get PLC information
2025-04-05 18:40:29,402 INFO     DataManager: get PLC information
2025-04-05 18:40:31,411 INFO     DataManager: get PLC information
2025-04-05 18:40:33,450 INFO     DataManager: get PLC information
2025-04-05 18:40:35,955 INFO     DataManager: get PLC information
2025-04-05 18:40:37,977 INFO     DataManager: get PLC information
2025-04-05 18:40:39,981 INFO     DataManager: get PLC information
2025-04-05 18:40:42,496 INFO     DataManager: get PLC information
2025-04-05 18:40:44,506 INFO     DataManager: get PLC information
2025-04-05 18:40:46,535 INFO     DataManager: get PLC information
2025-04-05 18:40:48,548 INFO     DataManager: get PLC information
2025-04-05 18:40:50,553 INFO     DataManager: get PLC information
2025-04-05 18:40:52,555 INFO     DataManager: get PLC information
2025-04-05 18:40:55,053 INFO     DataManager: get PLC information
2025-04-05 18:40:57,053 INFO     DataManager: get PLC information
2025-04-05 18:40:59,059 INFO     DataManager: get PLC information
2025-04-05 18:41:01,060 INFO     DataManager: get PLC information
2025-04-05 18:41:03,559 INFO     DataManager: get PLC information
2025-04-05 18:41:06,055 INFO     DataManager: get PLC information
2025-04-05 18:41:08,553 INFO     DataManager: get PLC information
2025-04-05 18:41:10,571 INFO     DataManager: get PLC information
2025-04-05 18:41:13,085 INFO     DataManager: get PLC information
2025-04-05 18:41:15,110 INFO     DataManager: get PLC information
2025-04-05 18:41:17,114 INFO     DataManager: get PLC information
2025-04-05 18:41:19,140 INFO     DataManager: get PLC information
2025-04-05 18:41:21,153 INFO     DataManager: get PLC information
2025-04-05 18:41:23,643 INFO     DataManager: get PLC information
2025-04-05 18:41:26,145 INFO     DataManager: get PLC information
2025-04-05 18:41:28,156 INFO     DataManager: get PLC information
2025-04-05 18:41:30,185 INFO     DataManager: get PLC information
2025-04-05 18:41:32,671 INFO     DataManager: get PLC information
2025-04-05 18:41:34,673 INFO     DataManager: get PLC information
2025-04-05 18:41:36,676 INFO     DataManager: get PLC information
2025-04-05 18:41:38,685 INFO     DataManager: get PLC information
2025-04-05 18:41:41,176 INFO     DataManager: get PLC information
2025-04-05 18:41:43,179 INFO     DataManager: get PLC information
2025-04-05 18:41:45,185 INFO     DataManager: get PLC information
2025-04-05 18:41:47,673 INFO     DataManager: get PLC information
2025-04-05 18:41:49,685 INFO     DataManager: get PLC information
2025-04-05 18:41:52,182 INFO     DataManager: get PLC information
2025-04-05 18:41:54,183 INFO     DataManager: get PLC information
2025-04-05 18:41:56,186 INFO     DataManager: get PLC information
2025-04-05 18:41:58,670 INFO     DataManager: get PLC information
2025-04-05 18:42:00,682 INFO     DataManager: get PLC information
2025-04-05 18:42:03,175 INFO     DataManager: get PLC information
2025-04-05 18:42:05,213 INFO     DataManager: get PLC information
2025-04-05 18:42:07,726 INFO     DataManager: get PLC information
2025-04-05 18:42:09,730 INFO     DataManager: get PLC information
2025-04-05 18:42:12,220 INFO     DataManager: get PLC information
2025-04-05 18:42:14,231 INFO     DataManager: get PLC information
2025-04-05 18:42:16,729 INFO     DataManager: get PLC information
2025-04-05 18:42:18,752 INFO     DataManager: get PLC information
2025-04-05 18:42:20,774 INFO     DataManager: get PLC information
2025-04-05 18:42:22,807 INFO     DataManager: get PLC information
2025-04-05 18:42:25,310 INFO     DataManager: get PLC information
2025-04-05 18:42:27,808 INFO     DataManager: get PLC information
2025-04-05 18:42:29,823 INFO     DataManager: get PLC information
2025-04-05 18:42:31,827 INFO     DataManager: get PLC information
2025-04-05 18:42:34,326 INFO     DataManager: get PLC information
2025-04-05 18:42:36,825 INFO     DataManager: get PLC information
2025-04-05 18:42:38,835 INFO     DataManager: get PLC information
2025-04-05 18:42:41,334 INFO     DataManager: get PLC information
2025-04-05 18:42:43,850 INFO     DataManager: get PLC information
2025-04-05 18:42:45,851 INFO     DataManager: get PLC information
2025-04-05 18:42:48,346 INFO     DataManager: get PLC information
2025-04-05 18:42:50,349 INFO     DataManager: get PLC information
2025-04-05 18:42:52,372 INFO     DataManager: get PLC information
2025-04-05 18:42:54,380 INFO     DataManager: get PLC information
2025-04-05 18:42:56,896 INFO     DataManager: get PLC information
2025-04-05 18:42:58,908 INFO     DataManager: get PLC information
2025-04-05 18:43:00,916 INFO     DataManager: get PLC information
2025-04-05 18:43:03,416 INFO     DataManager: get PLC information
2025-04-05 18:43:05,926 INFO     DataManager: get PLC information
2025-04-05 18:43:07,926 INFO     DataManager: get PLC information
2025-04-05 18:43:10,429 INFO     DataManager: get PLC information
2025-04-05 18:43:12,931 INFO     DataManager: get PLC information
2025-04-05 18:43:15,425 INFO     DataManager: get PLC information
2025-04-05 18:43:17,444 INFO     DataManager: get PLC information
2025-04-05 18:43:19,448 INFO     DataManager: get PLC information
2025-04-05 18:43:21,461 INFO     DataManager: get PLC information
2025-04-05 18:43:23,464 INFO     DataManager: get PLC information
2025-04-05 18:43:25,479 INFO     DataManager: get PLC information
2025-04-05 18:43:27,980 INFO     DataManager: get PLC information
2025-04-05 18:43:30,479 INFO     DataManager: get PLC information
2025-04-05 18:43:32,495 INFO     DataManager: get PLC information
2025-04-05 18:43:34,498 INFO     DataManager: get PLC information
2025-04-05 18:43:36,995 INFO     DataManager: get PLC information
2025-04-05 18:43:39,001 INFO     DataManager: get PLC information
2025-04-05 18:43:41,506 INFO     DataManager: get PLC information
2025-04-05 18:43:43,527 INFO     DataManager: get PLC information
2025-04-05 18:43:45,549 INFO     DataManager: get PLC information
2025-04-05 18:43:47,555 INFO     DataManager: get PLC information
2025-04-05 18:43:50,050 INFO     DataManager: get PLC information
2025-04-05 18:43:52,552 INFO     DataManager: get PLC information
2025-04-05 18:43:54,572 INFO     DataManager: get PLC information
2025-04-05 18:43:56,593 INFO     DataManager: get PLC information
2025-04-05 18:43:58,598 INFO     DataManager: get PLC information
2025-04-05 18:44:01,103 INFO     DataManager: get PLC information
2025-04-05 18:44:03,106 INFO     DataManager: get PLC information
2025-04-05 18:44:05,598 INFO     DataManager: get PLC information
2025-04-05 18:44:08,093 INFO     DataManager: get PLC information
2025-04-05 18:44:10,122 INFO     DataManager: get PLC information
2025-04-05 18:44:12,126 INFO     DataManager: get PLC information
2025-04-05 18:44:14,151 INFO     DataManager: get PLC information
2025-04-05 18:44:16,649 INFO     DataManager: get PLC information
2025-04-05 18:44:18,684 INFO     DataManager: get PLC information
2025-04-05 18:44:21,187 INFO     DataManager: get PLC information
2025-04-05 18:44:23,208 INFO     DataManager: get PLC information
2025-04-05 18:44:25,711 INFO     DataManager: get PLC information
2025-04-05 18:44:28,210 INFO     DataManager: get PLC information
2025-04-05 18:44:30,232 INFO     DataManager: get PLC information
2025-04-05 18:44:32,236 INFO     DataManager: get PLC information
2025-04-05 18:44:34,264 INFO     DataManager: get PLC information
2025-04-05 18:44:36,755 INFO     DataManager: get PLC information
2025-04-05 18:44:38,770 INFO     DataManager: get PLC information
2025-04-05 18:44:41,273 INFO     DataManager: get PLC information
2025-04-05 18:44:43,790 INFO     DataManager: get PLC information
2025-04-05 18:44:46,288 INFO     DataManager: get PLC information
2025-04-05 18:44:48,310 INFO     DataManager: get PLC information
2025-04-05 18:44:50,311 INFO     DataManager: get PLC information
2025-04-05 18:44:52,319 INFO     DataManager: get PLC information
2025-04-05 18:44:54,325 INFO     DataManager: get PLC information
2025-04-05 18:44:56,326 INFO     DataManager: get PLC information
2025-04-05 18:44:58,830 INFO     DataManager: get PLC information
2025-04-05 18:45:00,842 INFO     DataManager: get PLC information
2025-04-05 18:45:02,848 INFO     DataManager: get PLC information
2025-04-05 18:45:05,358 INFO     DataManager: get PLC information
2025-04-05 18:45:07,373 INFO     DataManager: get PLC information
2025-04-05 18:45:09,386 INFO     DataManager: get PLC information
2025-04-05 18:45:11,395 INFO     DataManager: get PLC information
2025-04-05 18:45:13,426 INFO     DataManager: get PLC information
2025-04-05 18:45:15,428 INFO     DataManager: get PLC information
2025-04-05 18:45:17,929 INFO     DataManager: get PLC information
2025-04-05 18:45:19,931 INFO     DataManager: get PLC information
2025-04-05 18:45:21,934 INFO     DataManager: get PLC information
2025-04-05 18:45:23,934 INFO     DataManager: get PLC information
