2025-04-04 11:32:40,619 INFO     DataManager: Connected to PLC 127.0.0.1
2025-04-04 11:32:40,625 INFO     ScadaHMI dataMgr inited
2025-04-04 11:32:43,209 INFO     DataManager: get PLC information
2025-04-04 11:32:43,715 INFO     DataManager: get PLC information
2025-04-04 11:32:44,203 INFO     DataManager: get PLC information
2025-04-04 11:32:44,708 INFO     DataManager: get PLC information
2025-04-04 11:32:45,231 INFO     DataManager: get PLC information
2025-04-04 11:32:45,723 INFO     DataManager: get PLC information
2025-04-04 11:32:46,231 INFO     DataManager: get PLC information
2025-04-04 11:32:46,719 INFO     DataManager: get PLC information
2025-04-04 11:32:47,224 INFO     DataManager: get PLC information
2025-04-04 11:32:47,731 INFO     DataManager: get PLC information
2025-04-04 11:32:48,224 INFO     DataManager: get PLC information
2025-04-04 11:32:48,728 INFO     DataManager: get PLC information
2025-04-04 11:32:49,219 INFO     DataManager: get PLC information
2025-04-04 11:32:49,724 INFO     DataManager: get PLC information
2025-04-04 11:32:50,219 INFO     DataManager: get PLC information
2025-04-04 11:32:50,725 INFO     DataManager: get PLC information
2025-04-04 11:32:51,232 INFO     DataManager: get PLC information
2025-04-04 11:32:51,724 INFO     DataManager: get PLC information
2025-04-04 11:32:52,232 INFO     DataManager: get PLC information
2025-04-04 11:32:52,736 INFO     DataManager: get PLC information
2025-04-04 11:32:53,241 INFO     DataManager: get PLC information
2025-04-04 11:32:53,747 INFO     DataManager: get PLC information
2025-04-04 11:32:54,251 INFO     DataManager: get PLC information
2025-04-04 11:32:54,754 INFO     DataManager: get PLC information
2025-04-04 11:32:55,261 INFO     DataManager: get PLC information
2025-04-04 11:32:55,750 INFO     DataManager: get PLC information
2025-04-04 11:32:56,259 INFO     DataManager: get PLC information
2025-04-04 11:32:56,754 INFO     DataManager: get PLC information
2025-04-04 11:32:57,256 INFO     DataManager: get PLC information
2025-04-04 11:32:57,650 INFO     DataManager: set PLC coil:('PLC-00', 19, False)
2025-04-04 11:32:57,756 INFO     DataManager: get PLC information
2025-04-04 11:32:58,255 INFO     DataManager: get PLC information
2025-04-04 11:32:58,774 INFO     DataManager: get PLC information
2025-04-04 11:32:59,266 INFO     DataManager: get PLC information
2025-04-04 11:32:59,783 INFO     DataManager: get PLC information
